Tags added by POP - Ugly,Clean,Mitch's Category,Laura's Category
grcar466t1751609,GrC Ar466 T17.5 1609,Call Number,Call Number
grcar466t1771569,GrC Ar466 T17.7 1569,Call Number,Call Number
grcar466t191506,GrC Ar466 T19 1506,Call Number,Call Number
grcar466t191506b,GrC Ar466 T19 1506b,Call Number,Call Number
grcar466t191507,GrC Ar466 T19 1507,Call Number,Call Number
grcar466t191513,GrC Ar466 T19 1513,Call Number,Call Number
grcar466t191542,GrC Ar466 T19 1542,Call Number,Call Number
grcar466t191560,GrC Ar466 T19 1560,Call Number,Call Number
grcar466t191585,GrC Ar466 T19 1585,Call Number,Call Number
grcar466t191588,GrC Ar466 T19 1588,Call Number,Call Number
grcar466t191593,GrC Ar466 T19 1593,Call Number,Call Number
grcar466t191615,GrC Ar466 T19 1615,Call Number,Call Number
grcar466t191626,GrC Ar466 T19 1626,Call Number,Call Number
grcar466t21506,GrC Ar466 T2 1506,Call Number,Call Number
grcar466t21574,GrC Ar466 T2 1574,Call Number,Call Number
grcar466t21588,GrC Ar466 T2 1588,Call Number,Call Number
grcar466t21590,GrC Ar466 T2 1590,Call Number,Call Number
grcar466t21592,GrC Ar466 T2 1592,Call Number,Call Number
grcar466t21647folio,GrC Ar466 T2 1647 Folio,Call Number,Call Number
grcar466t21654folio,GrC Ar466 T2 1654 Folio,Call Number,Call Number
grcar466t21661,GrC Ar466 T2 1661,Call Number,Call Number
grcar466t211659,GrC Ar466 T21 1659,Call Number,Call Number
grcar466t221539,GrC Ar466 T22 1539,Call Number,Call Number
grcar466t31503folio,GrC Ar466 T3 1503 Folio,Call Number,Call Number
grcar466t31509folio,GrC Ar466 T3 1509 Folio,Call Number,Call Number
grcar466t31511folio,GrC Ar466 T3 1511 Folio,Call Number,Call Number
grcar466t31552,GrC Ar466 T3 1552,Call Number,Call Number
grcar466t31552folio,GrC Ar466 T3 1552 Folio,Call Number,Call Number
grcar466t31555,GrC Ar466 T3 1555,Call Number,Call Number
grcar466t31557,GrC Ar466 T3 1557,Call Number,Call Number
grcar466t31557bfolio,GrC Ar466 T3 1557b Folio,Call Number,Call Number
grcar466t31566folio,GrC Ar466 T3 1566 Folio,Call Number,Call Number
grcar466t31641folio,GrC Ar466 T3 1641 Folio,Call Number,Call Number
grcar466t3717d,GrC Ar466 T3 717d,Call Number,Call Number
grcar466t41514folio,GrC Ar466 T4 1514 Folio,Call Number,Call Number
grcar466t41626folio,GrC Ar466 T4 1626 Folio,Call Number,Call Number
grcar466t511621,GrC Ar466 T51 1621,Call Number,Call Number
grcar466t61501folio,GrC Ar466 T6 1501 Folio,Call Number,Call Number
,GrC Ar466 T6 1571 Folio,,
grcar466w603s,GrC Ar466 W603s,Call Number,Call Number
grcar46611539folio,GrC Ar466.1 1539 Folio,Call Number,Call Number
grcar46611550folio,GrC Ar466.1 1550 Folio,Call Number,Call Number
grcar46611551copy2,GrC Ar466.1 1551 copy 2,Call Number,Call Number
grcar46611607,GrC Ar466.1 1607,Call Number,Call Number
grcar46611619folio,GrC Ar466.1 1619 Folio,Call Number,Call Number
grcar466111536folio,GrC Ar466.11 1536 Folio,Call Number,Call Number
grcar466111547,GrC Ar466.11 1547,Call Number,Call Number
grcar466111549,GrC Ar466.11 1549,Call Number,Call Number
grcar466111554,GrC Ar466.11 1554,Call Number,Call Number
grcar466111555copy2folio,GrC Ar466.11 1555 copy 2 Folio,Call Number,Call Number
grcar466111560b,GrC Ar466.11 1560b,Call Number,Call Number
grcar466111560c,GrC Ar466.11 1560c,Call Number,Call Number
grcar466111563,GrC Ar466.11 1563,Call Number,Call Number
grcar466111573,GrC Ar466.11 1573,Call Number,Call Number
grcar466111591,GrC Ar466.11 1591,Call Number,Call Number
grcar466111596,GrC Ar466.11 1596,Call Number,Call Number
grcar466111601,GrC Ar466.11 1601,Call Number,Call Number
grcar466111611,GrC Ar466.11 1611,Call Number,Call Number
grcar466111632folio,GrC Ar466.11 1632 Folio,Call Number,Call Number
grcar466111679,GrC Ar466.11 1679,Call Number,Call Number
grcar466121619folio,GrC Ar466.12 1619 Folio,Call Number,Call Number
grcar466141585,GrC Ar466.14 1585,Call Number,Call Number
grcar466141585b,GrC Ar466.14 1585b,Call Number,Call Number
grcar466151546,GrC Ar466.15 1546,Call Number,Call Number
grcar466151551folio,GrC Ar466.15 1551 Folio,Call Number,Call Number
grcar466151556folio,GrC Ar466.15 1556 Folio,Call Number,Call Number
grcar466171536,GrC Ar466.17 1536,Call Number,Call Number
grcar466171549,GrC Ar466.17 1549,Call Number,Call Number
grcar466171583,GrC Ar466.17 1583,Call Number,Call Number
grcar466171584,GrC Ar466.17 1584,Call Number,Call Number
grcar466171585b,GrC Ar466.17 1585b,Call Number,Call Number
grcar466171597,GrC Ar466.17 1597,Call Number,Call Number
grcar466171606,GrC Ar466.17 1606,Call Number,Call Number
grcar466171607,GrC Ar466.17 1607,Call Number,Call Number
grcar466171617,GrC Ar466.17 1617,Call Number,Call Number
grcar4661791548,GrC Ar466.17.9 1548,Call Number,Call Number
grcar466191526copy2folio,GrC Ar466.19 1526 copy 2 Folio,Call Number,Call Number
grcar466191526folio,GrC Ar466.19 1526 Folio,Call Number,Call Number
grcar466191532,GrC Ar466.19 1532,Call Number,Call Number
grcar466191535folio,GrC Ar466.19 1535 Folio,Call Number,Call Number
grcar466191556,GrC Ar466.19 1556,Call Number,Call Number
grcar466191567folio,GrC Ar466.19 1567 Folio,Call Number,Call Number
grcar466191602,GrC Ar466.19 1602,Call Number,Call Number
grcar46621527folio,GrC Ar466.2 1527 Folio,Call Number,Call Number
grcar46621577,GrC Ar466.2 1577,Call Number,Call Number
grcar46621577copy2,GrC Ar466.2 1577 copy 2,Call Number,Call Number
grcar466201548copy2folio,GrC Ar466.20 1548 copy 2 Folio,Call Number,Call Number
grcar466201550folio,GrC Ar466.20 1550 Folio,Call Number,Call Number
grcar466201570,GrC Ar466.20 1570,Call Number,Call Number
grcar466201576,GrC Ar466.20 1576,Call Number,Call Number
grcar466201696,GrC Ar466.20 1696,Call Number,Call Number
grcar466211556,GrC Ar466.21 1556,Call Number,Call Number
grcar466211582folio,GrC Ar466.21 1582 Folio,Call Number,Call Number
grcar466211587folio,GrC Ar466.21 1587 Folio,Call Number,Call Number
grcar466211660,GrC Ar466.21 1660,Call Number,Call Number
grcar466221529,GrC Ar466.22 1529,Call Number,Call Number
grcar466221538,GrC Ar466.22 1538,Call Number,Call Number
grcar466221538copy2,GrC Ar466.22 1538 copy 2,Call Number,Call Number
grcar466221551folio,GrC Ar466.22 1551 Folio,Call Number,Call Number
grcar466221570,GrC Ar466.22 1570,Call Number,Call Number
grcar466221584,GrC Ar466.22 1584,Call Number,Call Number
grcar466221591folio,GrC Ar466.22 1591 Folio,Call Number,Call Number
grcar466221606,GrC Ar466.22 1606,Call Number,Call Number
grcar466221619copy2,GrC Ar466.22 1619 copy 2,Call Number,Call Number
grcar466221648,GrC Ar466.22 1648,Call Number,Call Number
grcar466221759,GrC Ar466.22 1759,Call Number,Call Number
grcar46631547folio,GrC Ar466.3 1547 Folio,Call Number,Call Number
grcar46631611,GrC Ar466.3 1611,Call Number,Call Number
grcar466331548,GrC Ar466.33 1548,Call Number,Call Number
grcar466381591,GrC Ar466.38 1591,Call Number,Call Number
grcar46641526folio,GrC Ar466.4 1526 Folio,Call Number,Call Number
grcar46641605,GrC Ar466.4 1605,Call Number,Call Number
grcar46641618,GrC Ar466.4 1618,Call Number,Call Number
grcar69421533,GrC Ar694.2 1533,Call Number,Call Number
grcar69421683,GrC Ar694.2 1683,Call Number,Call Number
grcar69441535,GrC Ar694.4 1535,Call Number,Call Number
,GrC Ar694.4 1668,,
grcar69441668copy2,GrC Ar694.4 1668 copy 2,Call Number,Call Number
grcar724519a,GrC Ar724 519a,Call Number,Call Number
grcb2482eh574b1578,GrC B2482 Eh574b 1578,Call Number,Call Number
grcb2927ef11515,GrC B2927 Ef1 1515,Call Number,Call Number
grcc1347577f,GrC C1347 577f,Call Number,Call Number
grcc2735551e,GrC C2735 551e,Call Number,Call Number
grcc2735ef516i1519,GrC C2735 Ef516i 1519,Call Number,Call Number
grcc2735eh610,GrC C2735 Eh610,Call Number,Call Number
grcc2735ei533l,GrC C2735 Ei533l,Call Number,Call Number
grcc2735ei562b1585,GrC C2735 Ei562b 1585,Call Number,Call Number
grcc2735ei565b1585,GrC C2735 Ei565b 1585,Call Number,Call Number
grcc3213eh543c,GrC C3213 Eh543c,Call Number,Call Number
grcc6483ef530h1558,GrC C6483 Ef530h 1558,Call Number,Call Number
grcd3948553d,GrC D3948 553d,Call Number,Call Number
grcd3998ef151549,GrC D3998 Ef15 1549,Call Number,Call Number
grcd5618eh556l,GrC D5618 Eh556l,Call Number,Call Number
grcd5618ei543l,GrC D5618 Ei543l,Call Number,Call Number
grcd6203eh545s,GrC D6203 Eh545s(?),Call Number,Call Number
grcd6203ei526d1547,GrC D6203 Ei526d 1547,Call Number,Call Number
grcd6203ei574b1575,GrC D6203 Ei574b 1575,Call Number,Call Number
grcd6213570e,GrC D6213 570e,Call Number,Call Number
grcd6213ef546t,GrC D6213 Ef546t,Call Number,Call Number
grcd6213ef566s,GrC D6213 Ef566s,Call Number,Call Number
grcd6236ef516p,GrC D6236 Ef516p,Call Number,Call Number
grcd6243549d,GrC D6243 549d,Call Number,Call Number
grcep425eg712d,GrC Ep425 Eg712d,Call Number,Call Number
grcep425ei564b,GrC Ep425 Ei564b,Call Number,Call Number
grcep425ei583f,GrC Ep425 Ei583f,Call Number,Call Number
grceu234eh598e,GrC Eu234 Eh598e,Call Number,Call Number
grceu273578hb,GrC Eu273 578hb,Call Number,Call Number
grceu735ef81507,GrC Eu735 Ef8 1507,Call Number,Call Number
grceu73511551,GrC Eu735.1 1551,Call Number,Call Number
grceu73511571,GrC Eu735.1 1571,Call Number,Call Number
grceu7352s544s,GrC Eu735.2 S544s,Call Number,Call Number
grceu792ei550c,GrC Eu792 Ei550c,Call Number,Call Number
,GrC Eu792 Ei560c,Call Number,
grcg2929539g,GrC G2929 539g,Call Number,Call Number
grch3677ei582g,GrC H3677 Ei582g,Call Number,Call Number
grch3677ek587m1616,GrC H3677 Ek587m 1616,Call Number,Call Number
grch4323ei522h,GrC H4323 Ei522h,Call Number,Call Number
grch4324524h,GrC H4324 524h,Call Number,Call Number
grch4324581h,GrC H4324 581h,Call Number,Call Number
,GrC H4324 Ei522H,Call Number,
grch4324ei551c,GrC H4324 Ei551c,Call Number,Call Number
,GrC H4325 Ei533b,Call Number,
grch4325ei553b,GrC H4325 Ei553b,Call Number,Call Number
grch612821627,GrC H6128.2 1627,Call Number,Call Number
grch7525ef11528,GrC H7525 Ef1 1528,Call Number,Call Number
,GrC H7525 Ef6.9 1515,Call Number,
grch7525ef91540,GrC H7525 Ef9 1540,Call Number,Call Number
grch7525eh8p1570,GrC H7525 Eh8p 1570,Call Number,Call Number
grch7525ei31582,GrC H7525 Ei3 1582,Call Number,Call Number
grch7525ei61544,GrC H7525 Ei6 1544,Call Number,Call Number
grch7525ei91564,GrC H7525 Ei9 1564,Call Number,Call Number
grch7802ef574o,GrC H7802 Ef574o,Call Number,Call Number
grcis703530o,GrC Is703 530o,Call Number,Call Number
,GrC Is73 530o,Call Number,
grcis73ef131514,GrC Is73 Ef13 1514,Call Number,Call Number
grcis73ef131548,GrC Is73 Ef13 1548,Call Number,Call Number
grcis73ef15520b,GrC Is73 Ef15 520b,Call Number,Call Number
grcis73ef91587,GrC Is73 Ef9 1587,Call Number,Call Number
grcis73ek131570,GrC Is73 Ek13 1570,Call Number,Call Number
grcj7795ei41535,GrC J7795 Ei4 1535,Call Number,Call Number
grcj9422eh61580,GrC J9422 Eh6 1580,Call Number,Call Number
grcl9637515d,GrC L9637 515d,Call Number,Call Number
grcl9637ef151513,GrC L9637 Ef15 1513,Call Number,Call Number
grcl9637ef541d,GrC L9637 Ef541d,Call Number,Call Number
grcl9637eg684s,GrC L9637 Eg684s,Call Number,Call Number
,GrC L9637 Ei15 1541,Call Number,
grcl9637ei525z,GrC L9637 Ei525z,Call Number,Call Number
grcl963711545,GrC L9637.1 1545,Call Number,Call Number
grcl9637151567,GrC L9637.15 1567,Call Number,Call Number
grcl9637151577,GrC L9637.15 1577,Call Number,Call Number
grcl9637151583,GrC L9637.15 1583,Call Number,Call Number
grcl9828513a1596,GrC L9828 513a 1596,Call Number,Call Number
,GrC M4504 Ef517p Folio,Call Number,
grcm4504eh617g,GrC M4504 Eh617g,Call Number,Call Number
grcm8518545s,GrC M8518 545s,Call Number,Call Number
grcn3428565e,GrC N3428 565e,Call Number,Call Number
grcn5146616b,GrC N5146 616b,Call Number,Call Number
grcop508517a,GrC Op508 517a,Call Number,Call Number
grcp1725515d,GrC P1725 515d,Call Number,Call Number
grcp1725515d1517,GrC P1725 515d 1517,Call Number,Call Number
grcp4912eh550g1558,GrC P4912 Eh550g 1558,Call Number,Call Number
grcp4912ei545e,GrC P4912 Ei545e,Call Number,Call Number
grcp4913557d,GrC P4913 557d,Call Number,Call Number
grcp5498ef101516,GrC P5498 Ef10 1516,Call Number,Call Number
grcp54983eh611d,GrC P5498.3 Eh611d,Call Number,Call Number
,GrC P5948.1 1608 Folio,Call Number,
grcp6526560o1566,GrC P6526 560o 1566,Call Number,Call Number
grcp6526560o1567,GrC P6526 560o 1567,Call Number,Call Number
grcp6526ef528l1560,GrC P6526 Ef528l 1560,Call Number,Call Number
grcp6526ef558p,GrC P6526 Ef558p,Call Number,Call Number
grcp6970ef261617,GrC P6970 Ef26 1617,Call Number,Call Number
grcp6970eh261581,GrC P6970 Eh26 1581,Call Number,Call Number
,GrC P6970 Ei14 1548,Call Number,
grcp6970ei191544,GrC P6970 Ei19 1544,Call Number,Call Number
grcp6970ei261558,GrC P6970 Ei26 1558,Call Number,Call Number
grcp7168552e,GrC P7168 552e,Call Number,Call Number
grcp7468ef21532,GrC P7468 Ef2 1532,Call Number,Call Number
grcp7468ef221545,GrC P7468 Ef22 1545,Call Number,Call Number
grcp7468ef31541,GrC P7468 Ef3 1541,Call Number,Call Number
grcp7468eh31546,GrC P7468 Eh3 1546,Call Number,Call Number
grcp7468eh31577,GrC P7468 Eh3 1577,Call Number,Call Number
grcp7468eh941548,GrC P7468 Eh94 1548,Call Number,Call Number
grcp7468ei15565a1566,GrC P7468 Ei15 565a 1566,Call Number,Call Number
grcp7468ei31560,GrC P7468 Ei3 1560,Call Number,Call Number
grcp7468ei31567,GrC P7468 Ei3 1567,Call Number,Call Number
grcp7468ei931525,GrC P7468 Ei93 1525,Call Number,Call Number
grcp7468ei931564,GrC P7468 Ei93 1564,Call Number,Call Number
grcp7468ek151533,GrC P7468 Ek15 1533,Call Number,Call Number
grcp746811572,GrC P7468.1 1572,Call Number,Call Number
grcp7468581552,GrC P7468.58 1552,Call Number,Call Number
grcp7689529l,GrC P7689 529l,Call Number,Call Number
grcp7689582e,GrC P7689 582e,Call Number,Call Number
,GrC P7689 Ef548p,Call Number,
grcp9428ef31509,GrC P9428 Ef3 1509,Call Number,Call Number
grcp9428ei31547,GrC P9428 Ei3 1547,Call Number,Call Number
grcp9428ei71547,GrC P9428 Ei7 1547,Call Number,Call Number
grcp958891688,GrC P9588.9 1688,Call Number,Call Number
grcp9994539p,GrC P9994 539p,Call Number,Call Number
grcp9994583h,GrC P9994 583h,Call Number,Call Number
grcso663ei81585,GrC So663 Ei8 1585,Call Number,Call Number
grcsy74511558s,GrC Sy745.11 558s,Call Number,Call Number
grct24631528,GrC T2463 1528,Call Number,Call Number
grct2463516c,GrC T2463 516c,Call Number,Call Number
grct3428ef91549,GrC T3428 Ef9 1549,Call Number,Call Number
grct3428eh111544,GrC T3428 Eh11 1544,Call Number,Call Number
grct3438t584s,GrC T3438 T584s,Call Number,Call Number
grct3652517p,GrC T3652 517p,Call Number,Call Number
grct4126ef596e,GrC T4126 Ef596e,Call Number,Call Number
grct4216eh600j,GrC T4216 Eh600j,Call Number,Call Number
,GrC W7368 635p 1684,Call Number,
grcxe254ef21543,GrC Xe254 Ef2 1543,Call Number,Call Number
grcxe254eg71685,GrC Xe254 Eg7 1685,Call Number,Call Number
grcxe254eh151582,GrC Xe254 Eh15 1582,Call Number,Call Number
grcxe254eh71547,GrC Xe254 Eh7 1547,Call Number,Call Number
grcxe254ei11588,GrC Xe254 Ei1 1588,Call Number,Call Number
grcxe254ei21547,GrC Xe254 Ei2 1547,Call Number,Call Number
grcxe254ei71521,GrC Xe254 Ei7 1521,Call Number,Call Number
grcxe254ei71558,GrC Xe254 Ei7 1558,Call Number,Call Number
grcxe2542eh744t,GrC Xe254.2 Eh744t,Call Number,Call Number
grc5a100523o,GrC5 A100 523o,Call Number,Call Number
greatheadb,"Greathead, B.",Person,Person
greatheadbertie17591826,"Greathead, Bertie, 1759-1826",Person,Person
,"Greco, Ottavio, 1744-1811",Person,
,"Greco, Ottavio, conte di Mirandola, 1744-1811",Person,
greek,Greek,Type,Type
greekcultureclasscollection,Greek Culture Class Collection,,Collection
greekinscriptions,Greek inscriptions,,Type Provenance
greeneedithanned1912,"Greene, Edith Anne, d. 1912?",Person,Person
greenejohnsmythies18421884,"Greene, John Smythies, 1842-1884",Person,Person
greenejohnwollaston18691925,"Greene, John Wollaston, 1869-1925",Person,Person
greenejohn18101867,"Greene, John, 1810-1867",Person,Person
greenemargarettacatherine18371889,"Greene, Margaretta Catherine, 1837-1889",Person,Person
,"Greenfield, Mass.",,
greenhillharold18931968,"Greenhill, Harold, 1893-1968",Person,Person
,"Greenly, Edward Howarth, 1837-1926",,
gregwwwalterwilson18751959,"Greg, W. W. (Walter Wilson), 1875-1959",Person,Person
,"Greg, W.W. (Walter Wilson), 1875-1959",,
,"Gregori, Giovanni de', 15th cent.",,
gregorigiovannideactive15thcentury,"Gregori, Giovanni de', active 15th century",Person,Person
gregorigregoriodeactive14801528,"Gregori, Gregorio de', active 1480-1528",Person,Person
,"Gregori, Gregorio de', fl. 1480-1528",,
gregoryipopeapproximately540604,"Gregory I, Pope, approximately 540-604",Person,Person
gregoryipopeca540604,"Gregory I, Pope, ca. 540-604",Person,Person
gregoryoftours,Gregory of Tours,,Person
gregoryxiiipope15021585,"Gregory XIII, Pope, 1502-1585",Person,Person
gregoryxivpope15351591,"Gregory XIV, Pope, 1535-1591",Person,Person
grestnerwolffgang,"Grestner[?], Wolffgang",Person,Person
,"Gribius, Petrus, 1651-1739",Person,
,"Grier, Albert M.",Person,
,Griffins,Animal,
griffithreglesfeldroberteglesfeld17981850,"Griffith, R. Eglesfeld (Robert Eglesfeld), 1798-1850",Person,Person
griffons,Griffons,,Animal
,"Grimm, Siegmund, d. 1530",,
griscomgenevieveludlow,"Griscom, Genevieve Ludlow",Person,Person
,"Grismond, Egidium",,
grognotmarcel,"Grognot, Marcel",Person,Person
grognotmarcel18901963,"Grognot, Marcel, 1890-1963",Person,Person
grolieresquebinding,Grolieresque binding,Physical,Physical
groligmoriz18731949,"Grolig, Moriz, 1873-1949",Person,Person
,"Gromier, Marc-Amédée (1841-1913)",,
,"Gromors, Pierre, fl. 1514-1545",,
,"Grosseteste, Robert, 1175?-1253",,
,"Grosseuvre, Henri, 1865-1943",,
grossherzoglicheswolfgangernstgymnasiumbüdingengermany,"Grossherzogliches Wolfgang-Ernst-Gymnasium (Büdingen, Germany)",Hybrid,Hybrid
grossifrancesco,"Grossi, Francesco",Person,Person
,"Grossmann, Louis, 1863-1926",,
grossostefano18241903,"Grosso, Stefano, 1824-1903",Person,Person
grovesjohnstuart,"Groves, John Stuart",Person,Person
,"Grunerus, Fridericus",,
,"Grunfeld, Antonius",,
,"Grunfeld, Christian",,
grüningerjohann1532,"Grüninger, Johann, -1532?",Person,Person
,"Gruppenbach, Georg, d. 1610",Person,
,"Gryphius, Otto, 1561-1612",Person,
,"Gryphius, Sebastanus, 1493-1556",Person,
,"Gschwend, Adam, 1665-1722",Person,
gschwindmelchiord1526,"Gschwind, Melchior, d. 1526",Person,Person
gtb,GTB,Monogram,Monogram
gualandusadovardus,"Gualandus, Adovardus",Person,Person
,"Gualtro Guicciardini, 1560-1608",,
,Guardia Perticara (Italy),,
,"Guarini, Battista, 1538-1612",,
gubbioitaly,Gubbio (Italy),Place,Place
,"Guerinus, active 1477",,
guerradomenico16thcent,"Guerra, Domenico, 16th cent.",Person,Person
guerragiovannibattista,"Guerra, Giovanni Battista",Person,Person
guesnon,Guesnon,,Person
,"Guglielmo, da Trino, active 1486-1494",,
,"Guglielmo, da Trino, fl. 1486-1494",,
guicciardinifrancesco14831540,"Guicciardini, Francesco, 1483-1540",Person,Person
,"Guido, de Monte Rocherii, 14th cent.",,
,"Guiducci, Mario",,
,"Guiducci, Mario, 1584-1646",,
,"Guild, James Wyllie",,
guilford,Guilford,,Person
guilhelmusbernardus,"Guilhelmus, Bernardus",Person,Person
guillermus,Guillermus,,Person
,Guillon,,
,"Guin, Juan",,
guiodonato,"Guio, Donato",Person,Person
,"Guitard, E.-H",,
,"Guldenmund, Hans, ca. 1490-1560",,
,"Guldenschaff, Johann, active 1477-1490",,
,"Gundolf, Friedrich, 1880-1931",,
,"Gurmer, M.",,
,"Gustav II Adolf, King of Sweden, 1594-1632",,
,"Gutknecht, Friedrich, d. 1590",,
guzman,Guzman,Person,Person
,"Guzmán, Ramiro de, duque de Medina de las Torres, ca. 1600-1668",,
,"Gwyn, Richard,‏ ‎Saint,‏ ‎ 1537-1584‏",,
,"Gymnasium Fridericianum (Altenburg, Thuringia, Germany)‏. Bibliothek",,
,Gymnasium Georgianum Hildburghausen Bibliothek,,
,Gymnasium Zittau,,
gymnichjohannd1596,"Gymnich, Johann, d. 1596",Person,Person
ha,H A,Monogram,Monogram
har,H A R,Monogram,Monogram
hbh,H B H,Monogram,Monogram
hd,H D,Monogram,Monogram
hf,H F,Monogram,Monogram
hh,H H,Monogram,Monogram
hl,H L,Monogram,Monogram
hm,H M,Monogram,Monogram
hp,H P,Monogram,Monogram
hwg,H W G,Monogram,Monogram
,H. C. G. V. S.,Monogram,
,H. Fikentscher (Firm),Entity,
hi,H. I.,Monogram,Monogram
,H.P. Kraus (Firm),Entity,
,Haasenritter,Person,
,"Hachting, Regner",Person,
,"Hachtingius, Regnerus",Person,
,Hades (Greek deity),,
hadleyfrankl,"Hadley, Frank L.",Person,Person
hadusjohannesbca1488,"Hadus, Johannes, b. ca. 1488",Person,Person
haeredesbernardiiuntae,Haeredes Bernardi Iuntae,,Person
haeredesmelchiorissessae,Haeredes Melchioris Sessae,,Person
,Haeredes Quentelii,,
,Haeredes Sebastiani Gryphii,,
hafelfingerarms,Hafelfinger arms,,Type Provenance
,"Hagendorn, Joannes",,
,"Haggenmiller, Hanns",,
,"Haggenmiller, Hans",,
haguenetherlands,Hague (Netherlands),Place,Place
haguenaufrance,Haguenau (France),Place,Place
,Haiasch Joannes Franciscus,,
,"Hainzel, Johann Peter, 1572-",,
